lo_orderkey|lo_linenumber|lo_custkey|lo_partkey|lo_suppkey|lo_orderdate|lo_orderpriority|lo_shippriority|lo_quantity|lo_extendedprice|lo_ordertotalprice|lo_discount|lo_revenue|lo_supplycost|lo_tax|lo_commitdate|lo_shipmode
5568|2|23|44|1|19960812|2-HIGH|0|18|1699272|10542109|1|1682279|56642|8|19961023|SHIP
3268|6|8|82|1|19970528|1-URGENT|0|45|4419360|17482734|5|4198392|58924|2|19970729|SHIP
3394|1|29|155|1|19940521|3-MEDIUM|0|33|3481995|21552927|7|3238255|63309|8|19940802|SHIP
67|2|17|21|2|19940604|4-NOT SPECI|0|12|1105224|11622705|9|1005753|55261|5|19940807|REG AIR
3687|5|29|119|2|19980507|3-MEDIUM|0|31|3159241|14517102|7|2938094|61146|8|19980621|FOB
4704|5|5|76|2|19921229|4-NOT SPECI|0|7|683249|12505369|4|655919|58564|4|19930128|RAIL
770|2|20|54|1|19930417|2-HIGH|0|25|2385125|9849151|3|2313571|57243|2|19930617|AIR
2436|4|4|4|2|19930715|2-HIGH|0|1|90400|11740516|5|85880|54240|1|19930825|SHIP
3105|4|7|91|2|19970821|1-URGENT|0|23|2279507|9006970|4|2188326|59465|7|19970921|REG AIR
3586|1|25|194|2|19950319|4-NOT SPECI|0|2|218838|11284504|3|212272|65651|8|19950421|RAIL
4801|6|25|86|2|19960208|5-LOW|0|14|1380512|14338647|0|1380512|59164|8|19960506|RAIL
2950|6|7|174|1|19931210|4-NOT SPECI|0|27|2900259|18362033|1|2871256|64450|3|19940217|TRUCK
199|3|7|94|1|19950525|1-URGENT|0|36|3578724|22556073|5|3399787|59645|1|19950624|TRUCK
2055|5|25|120|1|19970705|2-HIGH|0|14|1428168|9054821|8|1313914|61207|2|19970928|FOB
549|2|19|189|1|19950530|1-URGENT|0|38|4138884|9277615|7|3849162|65350|5|19950715|RAIL
960|6|8|120|1|19940506|5-LOW|0|33|3366396|17333665|0|3366396|61207|3|19940605|FOB
5123|2|7|96|1|19980207|5-LOW|0|49|4880841|6258678|1|4832032|59765|5|19980411|REG AIR
227|2|23|175|2|19931229|1-URGENT|0|24|2580408|15940469|7|2399779|64510|7|19940211|SHIP
4482|1|28|71|1|19961224|1-URGENT|0|32|3107424|23048302|6|2920978|58264|3|19970302|RAIL
4645|3|7|54|1|19940514|3-MEDIUM|0|25|2385125|19370772|3|2313571|57243|0|19940804|REG AIR
1735|6|22|139|1|19931224|2-HIGH|0|25|2597825|16876478|8|2389999|62347|5|19940212|FOB
1059|5|22|139|1|19980515|5-LOW|0|37|3844781|18479765|9|3498750|62347|4|19980724|RAIL
3174|6|4|120|2|19960207|1-URGENT|0|8|816096|9285691|7|758969|61207|8|19960401|TRUCK
5315|6|8|117|1|19940909|5-LOW|0|45|4576995|20525869|7|4256605|61026|5|19941120|MAIL
2787|5|8|138|1|19980314|2-HIGH|0|16|1661008|19103140|9|1511517|62287|7|19980509|TRUCK
1504|6|29|104|1|19920921|3-MEDIUM|0|13|1305330|13562778|4|1253116|60246|7|19921204|MAIL
2309|1|16|170|2|19950502|2-HIGH|0|14|1498238|9618098|10|1348414|64210|3|19950619|AIR
4706|1|17|182|1|19941001|1-URGENT|0|37|4004066|7060603|2|3923984|64930|6|19941206|TRUCK
5731|1|22|192|2|19930317|2-HIGH|0|13|1419847|1447108|2|1391450|65531|4|19930423|RAIL
2983|2|11|49|2|19970228|1-URGENT|0|11|1043944|11196984|9|949989|56942|6|19970420|MAIL
614|2|20|187|1|19930123|2-HIGH|0|48|5218464|13412932|7|4853171|65230|7|19930313|SHIP
4773|3|26|167|1|19950813|4-NOT SPECI|0|49|5229084|15665256|5|4967629|64029|2|19951020|FOB
4295|3|4|193|1|19940718|3-MEDIUM|0|3|327957|8930935|4|314838|65591|0|19940930|AIR
3717|2|25|53|2|19970216|2-HIGH|0|3|285915|17652553|1|283055|57183|7|19970415|REG AIR
3168|2|1|154|1|19971109|1-URGENT|0|1|105415|14535737|6|99090|63249|8|19971221|SHIP
1312|3|29|173|2|19940513|3-MEDIUM|0|18|1931706|5811100|3|1873754|64390|7|19940702|MAIL
3777|2|16|8|2|19970105|4-NOT SPECI|0|10|908000|2000017|3|880760|54480|1|19970225|RAIL
3621|1|1|17|1|19961226|1-URGENT|0|29|2659329|17726222|2|2606142|55020|6|19970227|FOB
3108|3|19|36|2|19941217|2-HIGH|0|14|1310442|11591245|10|1179397|56161|2|19950125|RAIL
1282|2|28|30|2|19960107|2-HIGH|0|10|930030|10422156|9|846327|55801|6|19960223|SHIP
581|1|10|64|2|19970319|3-MEDIUM|0|41|3952646|17229845|9|3596907|57843|7|19970430|MAIL
5152|2|2|134|1|19970413|3-MEDIUM|0|50|5170650|6056834|4|4963824|62047|4|19970514|FOB
4551|1|16|11|2|19980502|5-LOW|0|6|546606|5287650|8|502877|54660|8|19980715|TRUCK
1507|4|13|129|1|19930708|5-LOW|0|4|411648|13350597|5|391065|61747|4|19930919|RAIL
4674|7|4|41|1|19950901|2-HIGH|0|21|1976184|17036353|2|1936660|56462|1|19951116|AIR
5122|1|5|183|2|19970404|4-NOT SPECI|0|28|3032904|12157201|3|2941916|64990|0|19970522|FOB
1155|3|20|147|1|19980114|4-NOT SPECI|0|23|2408422|12690281|8|2215748|62828|3|19980308|FOB
1671|1|16|149|2|19961007|1-URGENT|0|21|2203194|5563638|2|2159130|62948|7|19961209|AIR
4290|2|5|99|2|19920109|3-MEDIUM|0|3|299727|10623901|9|272751|59945|3|19920229|RAIL
3911|6|19|192|2|19971130|4-NOT SPECI|0|4|436876|10240608|8|401925|65531|6|19971231|AIR
800|4|28|94|1|19950105|1-URGENT|0|47|4672223|16817096|9|4251722|59645|5|19950222|MAIL
2340|2|8|193|1|19960609|1-URGENT|0|21|2295699|7172097|6|2157957|65591|2|19960731|SHIP
5922|2|7|157|2|19951010|3-MEDIUM|0|37|3911455|8132833|1|3872340|63429|4|19951111|RAIL
4068|1|7|110|1|19950612|2-HIGH|0|43|4343473|13662389|5|4126299|60606|6|19950810|AIR
898|3|10|49|2|19941001|4-NOT SPECI|0|11|1043944|6059547|1|1033504|56942|0|19941229|MAIL
2979|3|10|188|2|19980729|5-LOW|0|35|3808630|8619007|4|3656284|65290|3|19981017|MAIL
101|3|7|139|2|19960620|4-NOT SPECI|0|12|1246956|13491030|6|1172138|62347|2|19960724|MAIL
1380|5|28|61|1|19930817|5-LOW|0|7|672742|15657231|7|625650|57663|1|19930926|SHIP
354|3|29|59|1|19940630|4-NOT SPECI|0|50|4795250|10937434|8|4411630|57543|5|19940905|TRUCK
3845|1|7|34|1|19930312|5-LOW|0|44|4109732|4394124|1|4068634|56041|8|19930531|REG AIR
3717|1|25|153|2|19970216|2-HIGH|0|45|4739175|17652553|7|4407432|63189|4|19970503|TRUCK
3457|4|25|1|1|19940728|4-NOT SPECI|0|24|2162400|12134328|7|2011032|54060|7|19940830|REG AIR
5248|2|20|138|2|19950716|2-HIGH|0|45|4671585|8695828|0|4671585|62287|6|19951012|FOB
4578|5|17|163|1|19931115|4-NOT SPECI|0|20|2126320|9576193|4|2041267|63789|2|19940111|RAIL
1669|2|7|200|1|19960727|4-NOT SPECI|0|21|2310420|8305963|3|2241107|66012|2|19960922|REG AIR
5539|1|29|65|2|19970930|3-MEDIUM|0|42|4053252|3939760|10|3647926|57903|8|19971117|RAIL
5383|2|4|14|2|19920109|5-LOW|0|13|1188213|14952223|3|1152566|54840|4|19920329|MAIL
4421|2|13|56|2|19950217|5-LOW|0|46|4397830|8020206|4|4221916|57363|4|19950328|FOB
2951|1|16|3|2|19960827|3-MEDIUM|0|5|451500|451093|3|437955|54180|3|19961105|REG AIR
805|1|29|198|1|19931124|3-MEDIUM|0|25|2745475|11991607|7|2553291|65891|6|19940219|AIR
98|3|29|45|1|19980228|4-NOT SPECI|0|14|1323056|8457002|5|1256903|56702|2|19980427|AIR
3302|4|2|56|2|19921119|5-LOW|0|31|2963755|15768762|8|2726654|57363|1|19930128|TRUCK
1735|4|22|123|1|19931224|2-HIGH|0|14|1432368|16876478|5|1360749|61387|6|19940308|MAIL
2018|1|16|195|1|19930621|3-MEDIUM|0|2|219038|6927501|2|214657|65711|7|19930905|TRUCK
3520|1|7|28|2|19940926|5-LOW|0|30|2784060|15824190|4|2672697|55681|2|19941124|SHIP
5634|1|25|185|2|19950216|3-MEDIUM|0|26|2821468|11858851|10|2539321|65110|8|19950403|REG AIR
708|4|28|56|1|19930102|5-LOW|0|5|478025|12740407|7|444563|57363|7|19930214|REG AIR
2177|3|10|81|1|19960907|2-HIGH|0|23|2256484|17203424|7|2098530|58864|5|19961018|AIR
5060|5|13|106|1|19921008|3-MEDIUM|0|26|2615860|11904156|1|2589701|60366|2|19921203|AIR
610|6|17|95|1|19921021|3-MEDIUM|0|5|497545|14664319|0|497545|59705|7|19930110|FOB
3237|3|7|104|2|19980112|4-NOT SPECI|0|36|3614760|13297868|1|3578612|60246|6|19980303|SHIP
2624|2|28|189|1|19950908|4-NOT SPECI|0|12|1307016|5262083|7|1215524|65350|0|19951203|SHIP
2533|2|25|198|1|19930525|5-LOW|0|5|549095|13264216|10|494185|65891|4|19930803|FOB
5062|4|26|161|1|19930106|5-LOW|0|18|1910088|8357731|3|1852785|63669|7|19930325|SHIP
4642|1|19|194|2|19980117|5-LOW|0|11|1203609|11753787|4|1155464|65651|7|19980316|TRUCK
4709|6|29|95|2|19980506|1-URGENT|0|40|3980360|22211057|10|3582324|59705|2|19980802|AIR
2178|2|16|16|1|19960914|4-NOT SPECI|0|27|2473227|11785473|1|2448494|54960|2|19961122|MAIL
4739|6|26|165|1|19920707|4-NOT SPECI|0|10|1065160|9933738|3|1033205|63909|4|19920818|TRUCK
4742|1|28|156|1|19931122|2-HIGH|0|32|3379680|3285048|10|3041712|63369|8|19940211|RAIL
2688|6|19|149|1|19960331|3-MEDIUM|0|42|4406388|18191732|1|4362324|62948|1|19960610|FOB
292|1|11|154|1|19930716|3-MEDIUM|0|8|843320|781757|10|758988|63249|3|19931001|RAIL
97|1|19|120|1|19940313|4-NOT SPECI|0|13|1326156|8271498|0|1326156|61207|2|19940517|TRUCK
2851|2|19|24|1|19940505|2-HIGH|0|25|2310050|9481236|9|2102145|55441|5|19940718|FOB
2688|4|19|25|1|19960331|3-MEDIUM|0|3|277506|18191732|0|277506|55501|3|19960524|RAIL
4067|4|16|90|1|19920513|3-MEDIUM|0|40|3960360|13651734|7|3683134|59405|8|19920627|TRUCK
2433|7|16|64|2|19930221|5-LOW|0|41|3952646|19883467|9|3596907|57843|3|19930506|SHIP
5283|1|14|5|2|19940118|2-HIGH|0|20|1810000|9133339|5|1719500|54300|2|19940319|TRUCK
3682|3|5|47|2|19930720|2-HIGH|0|17|1609968|6752543|3|1561668|56822|5|19930930|FOB
4643|6|10|120|1|19940920|1-URGENT|0|11|1122132|14161183|6|1054804|61207|8|19941212|AIR
5924|4|16|147|1|19940520|5-LOW|0|50|5235700|15969406|1|5183343|62828|2|19940810|TRUCK
4295|2|4|71|2|19940718|3-MEDIUM|0|4|388428|8930935|9|353469|58264|7|19941002|TRUCK
2017|2|28|71|1|19921023|1-URGENT|0|14|1359498|6003997|7|1264333|58264|4|19921125|TRUCK
3586|3|25|58|2|19950319|4-NOT SPECI|0|2|191610|11284504|3|185861|57483|6|19950604|REG AIR
4581|2|5|50|2|19940925|3-MEDIUM|0|7|665035|21407726|1|658384|57003|2|19941110|MAIL
5475|2|22|162|2|19971230|5-LOW|0|30|3186480|11035182|3|3090885|63729|6|19980327|TRUCK
1895|2|19|132|1|19940118|3-MEDIUM|0|12|1238556|10716556|10|1114700|61927|5|19940308|RAIL
2148|3|17|132|1|19940603|3-MEDIUM|0|25|2580325|9894870|5|2451308|61927|6|19940805|SHIP
2880|6|25|102|2|19950822|2-HIGH|0|31|3106510|20266030|3|3013314|60126|8|19951024|REG AIR
547|1|22|71|2|19920713|1-URGENT|0|44|4272708|14767747|8|3930891|58264|8|19920907|FOB
4768|1|13|36|2|19950620|2-HIGH|0|5|468015|1299815|0|468015|56161|3|19950907|MAIL
550|2|7|77|2|19970513|3-MEDIUM|0|47|4592229|12461950|6|4316695|58624|0|19970807|TRUCK
3458|3|17|143|1|19951003|2-HIGH|0|36|3755304|16218195|1|3717750|62588|6|19951126|REG AIR
103|2|16|11|1|19921119|5-LOW|0|37|3370737|15612190|2|3303322|54660|7|19921226|MAIL
2759|1|29|59|2|19950721|2-HIGH|0|10|959050|8973110|10|863145|57543|3|19950903|FOB
3911|7|19|3|1|19971130|4-NOT SPECI|0|16|1444800|10240608|1|1430352|54180|7|19980228|MAIL
1831|2|28|48|1|19930113|2-HIGH|0|9|853236|5803277|7|793509|56882|6|19930218|MAIL
4736|5|1|48|1|19920408|2-HIGH|0|15|1422060|19739650|3|1379398|56882|0|19920623|AIR
2919|6|7|12|1|19960103|2-HIGH|0|26|2371226|20145435|6|2228952|54720|2|19960215|RAIL
5859|1|28|175|2|19970410|3-MEDIUM|0|50|5375850|6593444|7|4999540|64510|1|19970607|MAIL
3171|4|29|32|2|19960810|5-LOW|0|6|559218|15874413|3|542441|55921|3|19960919|MAIL
4903|5|29|146|1|19960229|3-MEDIUM|0|17|1778438|9407006|9|1618378|62768|7|19960421|FOB
5347|3|14|23|2|19960901|1-URGENT|0|34|3138268|12606671|6|2949971|55381|0|19961012|SHIP
257|4|10|107|2|19930929|4-NOT SPECI|0|18|1812780|11165660|0|1812780|60426|6|19931110|SHIP
4864|1|11|150|2|19970807|2-HIGH|0|28|2940420|10859000|6|2763994|63009|8|19970910|REG AIR
2880|1|25|35|2|19950822|2-HIGH|0|40|3740120|20266030|9|3403509|56101|0|19951108|TRUCK
4678|3|1|96|2|19960816|4-NOT SPECI|0|13|1294917|6606001|10|1165425|59765|7|19961031|SHIP
3332|2|16|136|2|19960218|5-LOW|0|21|2175873|4611353|8|2001803|62167|4|19960422|MAIL
3398|1|22|173|1|19960821|1-URGENT|0|1|107317|114742|1|106243|64390|8|19961014|MAIL
5346|5|11|121|1|19971108|5-LOW|0|25|2552800|10983513|5|2425160|61267|6|19980130|REG AIR
198|5|1|102|1|19940618|4-NOT SPECI|0|33|3306930|13387774|2|3240791|60126|1|19940826|SHIP
4067|7|16|83|1|19920513|3-MEDIUM|0|17|1671236|13651734|1|1654523|58984|1|19920729|AIR
1671|3|16|124|2|19961007|1-URGENT|0|11|1126532|5563638|6|1058940|61447|8|19970101|SHIP
3013|5|22|60|2|19920927|5-LOW|0|20|1920120|15640740|0|1920120|57603|4|19921107|RAIL
1316|3|26|198|1|19980627|3-MEDIUM|0|33|3624027|9578999|10|3261624|65891|6|19980817|AIR
3748|4|20|187|2|19950430|3-MEDIUM|0|5|543590|8939425|0|543590|65230|7|19950706|MAIL
98|4|29|168|1|19980228|4-NOT SPECI|0|10|1068160|8457002|3|1036115|64089|3|19980413|RAIL
1127|1|25|43|1|19960418|5-LOW|0|35|3300640|19772866|2|3234627|56582|3|19960602|TRUCK
5312|2|7|2|1|19950602|2-HIGH|0|43|3878600|6669795|5|3684670|54120|8|19950813|TRUCK
3524|1|13|137|1|19950316|5-LOW|0|5|518565|3194027|1|513379|62227|4|19950607|RAIL
5702|1|16|77|1|19941211|4-NOT SPECI|0|44|4299108|7569812|6|4041161|58624|2|19950228|RAIL
551|2|13|159|2|19941219|5-LOW|0|20|2118300|2960260|0|2118300|63549|7|19950316|TRUCK
709|1|13|87|2|19930923|4-NOT SPECI|0|7|690956|7205587|0|690956|59224|0|19931110|RAIL
4608|4|7|31|1|19930618|5-LOW|0|36|3351708|20265079|5|3184122|55861|6|19930803|FOB
4615|3|28|148|2|19930120|4-NOT SPECI|0|16|1677024|7581949|7|1559632|62888|4|19930315|MAIL
5318|4|22|142|2|19980621|3-MEDIUM|0|31|3230634|10693519|1|3198327|62528|4|19980723|REG AIR
1186|2|4|92|2|19960411|2-HIGH|0|11|1091299|5546998|7|1014908|59525|5|19960617|AIR
2274|2|10|111|2|19960429|4-NOT SPECI|0|23|2325553|9996895|4|2232530|60666|3|19960628|MAIL
3525|1|13|46|1|19970621|5-LOW|0|12|1135248|10074960|1|1123895|56762|3|19970916|TRUCK
4546|5|26|144|1|19960628|5-LOW|0|1|104414|4096938|4|100237|62648|6|19960804|REG AIR
3107|4|25|87|1|19930724|5-LOW|0|27|2665116|14575737|0|2665116|59224|8|19931003|FOB
2721|3|13|42|1|19951006|5-LOW|0|7|659428|12926335|9|600079|56522|1|19960103|FOB
4640|2|29|88|2|19950227|1-URGENT|0|9|889272|8113817|3|862593|59284|5|19950412|AIR
2081|1|22|89|2|19930714|3-MEDIUM|0|26|2571608|2694015|3|2494459|59344|8|19931012|FOB
64|1|26|86|1|19940120|5-LOW|0|21|2070768|5262986|5|1967229|59164|2|19940325|REG AIR
1607|1|4|190|2|19951014|2-HIGH|0|2|218038|3867491|2|213677|65411|0|19951214|MAIL
4007|1|17|57|2|19930602|5-LOW|0|32|3062560|7393808|0|3062560|57423|3|19930731|RAIL
4195|2|19|66|2|19960813|4-NOT SPECI|0|22|2125332|12964917|10|1912798|57963|8|19961007|RAIL
3877|1|29|50|1|19951123|1-URGENT|0|12|1140060|5748922|6|1071656|57003|1|19960211|FOB
771|5|28|78|2|19930926|3-MEDIUM|0|13|1271491|10530205|9|1157056|58684|1|19931130|FOB
5091|5|16|198|2|19930903|3-MEDIUM|0|11|1208009|17924544|8|1111368|65891|2|19931104|FOB
2854|2|2|88|1|19920315|2-HIGH|0|29|2865432|13455506|9|2607543|59284|7|19920514|SHIP
709|2|13|198|1|19930923|4-NOT SPECI|0|15|1647285|7205587|8|1515502|65891|0|19931128|RAIL
5639|4|20|143|1|19930628|4-NOT SPECI|0|9|938826|6737709|5|891884|62588|7|19930811|MAIL
2435|3|17|12|2|19930421|4-NOT SPECI|0|24|2188824|11474159|7|2035606|54720|8|19930718|SHIP
5633|7|14|11|1|19920816|3-MEDIUM|0|39|3552939|20711983|2|3481880|54660|8|19920918|TRUCK
2657|2|17|165|2|19931218|4-NOT SPECI|0|15|1597740|11358795|8|1469920|63909|5|19940216|RAIL
3365|3|16|115|1|19921231|4-NOT SPECI|0|13|1319643|9307142|9|1200875|60906|2|19930324|RAIL
4614|4|20|126|2|19960101|5-LOW|0|6|615672|7890342|9|560261|61567|1|19960208|REG AIR
2693|1|13|9|1|19960820|1-URGENT|0|26|2363400|14992594|4|2268864|54540|0|19960922|MAIL
5670|3|29|7|1|19950504|1-URGENT|0|24|2176800|16963862|9|1980888|54420|4|19950714|AIR
4834|3|13|23|2|19961218|1-URGENT|0|34|3138268|16018848|3|3044119|55381|1|19970303|MAIL
166|1|17|65|2|19971125|5-LOW|0|37|3570722|14746652|9|3249357|57903|3|19971230|MAIL
2085|2|10|165|2|19980131|2-HIGH|0|14|1491224|8309267|6|1401750|63909|7|19980320|TRUCK
1632|1|14|191|2|19960910|1-URGENT|0|47|5128593|21855932|8|4718305|65471|0|19961012|RAIL
423|2|20|74|2|19950720|2-HIGH|0|31|3019617|10971819|10|2717655|58444|4|19951001|MAIL
3395|1|26|142|1|19940623|3-MEDIUM|0|21|2188494|17987303|3|2122839|62528|6|19940906|SHIP
839|3|1|5|2|19930504|3-MEDIUM|0|47|4253500|14404827|1|4210965|54300|3|19930727|REG AIR
4355|2|10|17|1|19971023|4-NOT SPECI|0|4|366804|3572661|5|348463|55020|2|19980105|TRUCK
2433|1|16|87|1|19930221|5-LOW|0|39|3849612|19883467|1|3811115|59224|4|19930325|SHIP
3491|1|17|154|1|19930824|2-HIGH|0|28|2951620|5028706|4|2833555|63249|3|19931108|FOB
161|3|19|194|1|19970905|3-MEDIUM|0|23|2516637|19979081|3|2441137|65651|3|19971101|MAIL
2530|1|19|21|1|19951011|2-HIGH|0|9|828918|11820705|9|754315|55261|3|19951120|REG AIR
5604|5|29|157|2|19961112|5-LOW|0|30|3171450|24387138|4|3044592|63429|0|19970208|FOB
1859|4|14|191|1|19940103|3-MEDIUM|0|21|2291499|9366491|0|2291499|65471|3|19940220|REG AIR
4708|1|20|191|2|19941208|4-NOT SPECI|0|18|1964142|2488168|2|1924859|65471|4|19950122|REG AIR
2438|1|29|165|2|19971123|5-LOW|0|45|4793220|7375230|1|4745287|63909|0|19980202|REG AIR
3559|4|28|17|1|19941123|2-HIGH|0|24|2200824|23047769|8|2024758|55020|0|19950111|RAIL
5507|3|16|45|1|19940408|5-LOW|0|4|378016|14036370|4|362895|56702|6|19940513|RAIL
1825|7|22|107|2|19960622|4-NOT SPECI|0|8|805680|17116070|6|757339|60426|0|19960817|SHIP
5474|1|19|184|1|19971106|1-URGENT|0|38|4119884|5339423|1|4078685|65050|8|19971221|REG AIR
2693|4|13|184|2|19960820|1-URGENT|0|32|3469376|14992594|6|3261213|65050|8|19960928|FOB
3968|5|16|92|1|19920327|3-MEDIUM|0|41|4067569|25788678|8|3742163|59525|6|19920605|REG AIR
5635|2|22|72|1|19960617|3-MEDIUM|0|5|486035|15744995|5|461733|58324|8|19960906|REG AIR
226|1|10|97|1|19930225|1-URGENT|0|4|398836|398836|0|398836|59825|0|19930417|TRUCK
4260|1|19|24|2|19960804|3-MEDIUM|0|21|1940442|17862378|8|1785206|55441|4|19960906|AIR
4611|7|28|166|2|19980305|3-MEDIUM|0|46|4904336|28229592|6|4610075|63969|4|19980406|AIR
1793|2|19|126|2|19940319|2-HIGH|0|4|410448|8250456|7|381716|61567|5|19940503|RAIL
549|1|19|196|2|19950530|1-URGENT|0|18|1973142|9277615|7|1835022|65771|4|19950629|REG AIR
1952|7|13|48|2|19970531|4-NOT SPECI|0|34|3223336|16561039|7|2997702|56882|2|19970731|FOB
257|3|10|65|2|19930929|4-NOT SPECI|0|38|3667228|11165660|10|3300505|57903|8|19931218|TRUCK
2178|3|16|5|2|19960914|4-NOT SPECI|0|40|3620000|11785473|0|3620000|54300|3|19961112|RAIL
2532|7|16|156|1|19960717|3-MEDIUM|0|7|739305|12355898|1|731911|63369|2|19960819|REG AIR
1282|4|28|59|1|19960107|2-HIGH|0|19|1822195|10422156|0|1822195|57543|5|19960224|REG AIR
2436|1|4|155|1|19930715|2-HIGH|0|48|5064720|11740516|4|4862131|63309|2|19930825|FOB
4743|2|25|159|2|19950414|4-NOT SPECI|0|3|317745|7928327|1|314567|63549|3|19950622|TRUCK
2626|4|13|194|2|19931022|5-LOW|0|33|3610827|14186167|7|3358069|65651|4|19931218|FOB
5088|3|19|86|2|19970309|1-URGENT|0|36|3549888|15545724|10|3194899|59164|5|19970604|TRUCK
2401|3|11|123|1|19980411|3-MEDIUM|0|10|1023120|11792059|2|1002657|61387|3|19980630|MAIL
1312|2|29|136|1|19940513|3-MEDIUM|0|28|2901164|5811100|6|2727094|62167|6|19940726|FOB
1634|6|16|170|1|19970617|3-MEDIUM|0|11|1177187|14589847|1|1165415|64210|8|19970912|SHIP
3106|1|17|86|1|19930805|1-URGENT|0|22|2169376|7205137|3|2104294|59164|2|19930905|FOB
5283|3|14|41|1|19940118|2-HIGH|0|22|2070288|9133339|1|2049585|56462|8|19940310|FOB
68|2|13|176|2|19931218|5-LOW|0|46|4950382|17322350|2|4851374|64570|5|19940206|MAIL
5572|1|7|22|2|19920310|4-NOT SPECI|0|24|2212848|14573654|8|2035820|55321|8|19920526|MAIL
1127|6|25|15|1|19960418|5-LOW|0|35|3202535|19772866|7|2978357|54900|7|19960703|MAIL
1408|4|23|148|1|19970412|5-LOW|0|20|2096280|11457159|6|1970503|62888|0|19970512|TRUCK
5573|3|22|11|2|19950724|5-LOW|0|46|4190646|11437546|6|3939207|54660|1|19950910|MAIL
2082|5|16|22|2|19930317|2-HIGH|0|31|2858262|24732181|10|2572435|55321|6|19930608|REG AIR
4517|2|28|162|1|19930330|4-NOT SPECI|0|13|1380808|6148291|7|1284151|63729|8|19930526|AIR
4166|4|29|86|2|19980419|1-URGENT|0|36|3549888|10067106|6|3336894|59164|5|19980714|MAIL
3776|5|22|124|1|19930526|1-URGENT|0|9|921708|20932580|9|838754|61447|3|19930714|FOB
3428|5|23|128|2|19941212|4-NOT SPECI|0|49|5037788|23553222|4|4836276|61687|1|19950115|AIR
5415|3|10|102|2|19940721|4-NOT SPECI|0|6|601260|10579081|10|541134|60126|3|19940825|RAIL
1600|1|1|172|2|19930805|5-LOW|0|20|2144340|2122467|2|2101453|64330|1|19930925|FOB
705|1|25|189|1|19941120|3-MEDIUM|0|46|5010228|8377349|5|4759716|65350|6|19950210|SHIP
3461|2|19|63|1|19930818|1-URGENT|0|27|2600262|7473747|6|2444246|57783|6|19930917|SHIP
259|2|10|162|1|19930629|3-MEDIUM|0|14|1487024|9504134|3|1442413|63729|5|19930820|FOB
4901|3|19|120|1|19920322|4-NOT SPECI|0|16|1632192|7010253|5|1550582|61207|8|19920607|AIR
3077|6|20|128|2|19970912|5-LOW|0|1|102812|14685694|8|94587|61687|7|19971209|RAIL
3682|2|5|116|1|19930720|2-HIGH|0|18|1828998|6752543|6|1719258|60966|6|19930916|FOB
1415|7|25|46|1|19970306|4-NOT SPECI|0|49|4635596|23633687|9|4218392|56762|2|19970504|FOB
1057|3|26|85|2|19940227|1-URGENT|0|21|2068668|14851133|3|2006607|59104|4|19940509|REG AIR
5761|1|2|47|2|19980626|4-NOT SPECI|0|41|3882864|21786286|8|3572234|56822|0|19980730|TRUCK
3591|1|8|29|2|19960319|3-MEDIUM|0|21|1950942|11554401|3|1892413|55741|3|19960514|TRUCK
5543|1|22|143|1|19930430|4-NOT SPECI|0|14|1460396|7934874|2|1431188|62588|3|19930714|SHIP
5895|2|13|122|1|19940407|5-LOW|0|47|4803964|20141983|4|4611805|61327|6|19940621|AIR
1153|1|29|86|2|19971006|2-HIGH|0|15|1479120|18802309|0|1479120|59164|8|19980104|SHIP
3431|3|5|129|1|19950427|4-NOT SPECI|0|25|2572800|14563765|10|2315520|61747|0|19950725|MAIL
4513|4|28|192|2|19920317|1-URGENT|0|13|1419847|16902881|8|1306259|65531|8|19920521|AIR
3041|3|10|68|2|19920425|5-LOW|0|9|871254|5489067|9|792841|58083|6|19920614|FOB
3331|2|19|21|1|19920916|4-NOT SPECI|0|38|3499876|15132377|6|3289883|55261|4|19921018|AIR
1923|3|4|180|1|19920305|1-URGENT|0|11|1188198|9797321|3|1152552|64810|3|19920503|REG AIR
1767|5|4|52|1|19920712|4-NOT SPECI|0|40|3808200|13658260|6|3579708|57123|0|19920903|AIR
2368|3|29|149|1|19940117|1-URGENT|0|39|4091646|10124096|8|3764314|62948|3|19940217|RAIL
2528|2|26|74|2|19940321|3-MEDIUM|0|13|1266291|5600533|0|1266291|58444|3|19940521|REG AIR
2304|1|7|200|1|19950726|2-HIGH|0|42|4620840|19523140|0|4620840|66012|1|19950920|RAIL
1604|5|11|21|2|19970417|4-NOT SPECI|0|23|2118346|10713929|8|1948878|55261|5|19970531|RAIL
5798|3|13|134|2|19961203|2-HIGH|0|22|2275086|8673381|2|2229584|62047|1|19970209|TRUCK
4832|3|4|149|1|19960912|2-HIGH|0|4|419656|4156511|4|402869|62948|1|19961121|AIR
192|3|13|111|2|19920405|3-MEDIUM|0|15|1516665|14343077|9|1380165|60666|1|19920621|TRUCK
5351|5|13|181|2|19970424|2-HIGH|0|15|1621770|12551659|5|1540681|64870|4|19970624|TRUCK
5697|4|29|112|1|19920730|5-LOW|0|6|607266|18347433|10|546539|60726|8|19920919|FOB
3462|5|29|38|2|19950108|3-MEDIUM|0|14|1313242|6359017|1|1300109|56281|2|19950226|MAIL
2241|1|10|5|1|19950610|2-HIGH|0|25|2262500|2443500|0|2262500|54300|8|19950822|MAIL
964|4|4|55|1|19980430|2-HIGH|0|44|4202220|13114647|5|3992109|57303|2|19980713|TRUCK
